,Nome da Embarcação,Número de Inscrição no RGP (PPP ou RAEP),Número de Inscrição na Marinha do Brasil,AB,Comprimento,Propulsão,HP,Capacidade do Porão,Volume do Tanque,Tripulação,Número de Covos,Status,UF,Número da Frota,Código IN,Petrecho
28423,TRIUNFO,PR00074849,4430110131,18.0,14.5,Motor,180.0,,,4.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
28424,TRIUNFO I,SC00170520,4450085400,1.0,6.7,Motor,11.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28425,TRIUNFO I,MA00269308,1210112019,,10.3,Motor,,,,,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
28426,TRIUNFO I,SP00081984,4030139493,5.0,7.2,Motor,18.0,,,3.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
28427,TRIUNFO I,SE00002138,2010055110,8.0,10.7,Motor,95.0,,6683.0,6.0,,Deferida,SE,3.02.005,3.5,3. Rede de Arrasto
28428,TRIXI,SC00226078,4420127929,0.4,4.3,Remo,,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28429,TRO,RJ00157894,383M2012001391,0.5,5.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28430,TROFEU,ES00008186,3420045271,8.0,9.13,Motor,22.0,2.2,,6.0,200.0,Deferida,ES,5.01.001,5.1,5. Armadilha
28431,TROFÉU,PR00119226,4211489739,2.8,8.0,Motor,18.0,,,3.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
28432,TROFÉU BRASIL,ES00104925,3410235841,6.7,9.1,Motor,22.0,,15.0,2.0,,Deferida,ES,1.06.001,1.14,1. Linha
28433,TROFEU II,ES00025464,3420043872,5.9,9.0,Motor,33.0,1.8,250.0,6.0,200.0,Deferida,ES,5.01.001,5.1,5. Armadilha
28435,TROIA 1,SE00321211,2610077017,9.8,9.93,Motor,120.0,,5000.0,8.0,,Deferida,SE,3.02.005,3.5,3. Rede de Arrasto
28436,TROIA BABY,SE00002400,2610075847,6.1,9.91,Motor,60.0,,4900.0,3.0,,Deferida,SE,3.02.005,3.5,3. Rede de Arrasto
28438,TROPA DE ELITE,SC00342457,442M2011005067,1.99,5.0,Motor,18.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28439,TROPA DE ELITE,RS00005218,4430071438,70.0,20.75,Motor,267.0,,12000.0,9.0,,Deferida,RS,1.10.002,1.18,1. Linha
28441,TROPICAL,PR00291625,421M2011001992,,3.22,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28442,TROPICAL,SC00228598,441M2011000509,1.0,4.3,Motor,15.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28443,TROPICAL,RJ00081970,3877043321,8.2,11.8,Motor,,,,3.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
28444,TROPICALHENTE I,BA00186721,2930019557,2.1,7.2,Motor,18.0,,30.0,2.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28445,TROPICAL I,AL00223564,2410139701,5.4,10.2,Motor,48.0,,,3.0,,Deferida,AL,3.02.005,3.5,3. Rede de Arrasto
28446,TROPICALIENTE,PR00081948,4211467531,0.3,6.0,Motor,11.0,,,2.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
28447,TROPICAL II,AL00300397,2410144039,4.2,10.0,Motor,75.0,,,3.0,,Deferida,AL,3.02.005,3.5,3. Rede de Arrasto
28448,TROPICAL III,AL00243098,2410145001,4.5,9.5,Motor,48.0,,100.0,3.0,,Deferida,AL,3.02.005,3.5,3. Rede de Arrasto
28449,TROPICAL IV,SC00341699,445M2021000295,,4.4,Motor,50.0,,,3.0,,Deferida,SC,6.08.004,6.11,6. Diversificada
28450,TROPICAL PESCA I,PA00001778,0210183063,97.0,16.23,Motor,345.0,,60244.0,5.0,,Deferida,PA,3.02.003,3.3,3. Rede de Arrasto
28451,TROPICAL PESCA II,PA00001786,0210190108,77.0,20.64,Motor,318.0,,59567.0,5.0,,Deferida,PA,3.02.003,3.3,3. Rede de Arrasto
28452,TROPICAL PESCA III,PA00001798,0210186038,98.6,21.0,Motor,375.0,,55445.0,4.0,,Deferida,PA,3.08.002,3.2,3. Rede de Arrasto
28453,TROPICAL X,CE00025478,1620012308,10.6,10.75,Motor,64.0,,,6.0,250.0,Deferida,CE,5.01.001,5.1,5. Armadilha
28455,TROVAO,SC00170950,442M2007004109,,4.95,Remo,,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28457,TROVÃO,PR00287738,421M2007000091,,5.2,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28458,TROVÃO,PR00291029,4215523877,,5.14,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28459,TROVÃO A,SC00038621,4010555581,8.5,21.94,Motor,291.0,,30000.0,4.0,,Deferida,SC,3.03.001,3.6,3. Rede de Arrasto
28461,TROVAO AZUL,CE00006898,1610065093,15.1,11.24,Motor,72.0,,5273.0,6.0,,Deferida,CE,5.02.001,5.12,5. Armadilha
28462,TROVAO AZUL,CE00037087,161M2009000584,,4.06,Vela,,,,4.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
28463,TROVAO AZUL,PE00035097,2210150027,0.2,6.8,Vela,,,,4.0,80.0,Deferida,PE,5.01.004,5.3,5. Armadilha
28464,TROVÃO AZUL,SC00254317,442M2013002327,,6.0,Motor,15.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28465,TROVÃO AZUL,SC00060764,4410451502,4.0,9.5,Motor,60.0,2.0,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28466,TROVÃO AZUL I,SP00127615,4430095175,27.0,15.35,Motor,90.0,,8000.0,5.0,,Deferida,SP,2.04.001,2.4,2. Rede de Emalhe
28467,TROVÃO AZUL I,SC00343467,443M2023003351,,5.2,Motor,9.0,,,4.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28468,TROVAO AZUL II,SC00284378,4450067258,1.7,6.5,Motor,11.0,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28469,TROVÃO AZUL III,RJ00125177,387M2009000798,,4.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28470,TROVÃO AZUL III,BA00182339,2820058051,2.8,8.83,Motor,33.0,,,4.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28471,TROVÃO AZUL N,SC00218647,4420177560,1.0,4.85,Motor,14.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28472,TROVÃO AZUL VII,RJ00246634,388M2013000791,,5.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28473,TROVAO DO MAR,SC00303951,441M2017002277,1.0,5.68,Motor,9.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28474,TROVÃO DO MAR,SC00198154,4418896813,0.9,6.3,Motor,10.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28475,TROVÃO I,SC00284308,4450086279,1.0,6.0,Motor,8.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28476,TROVÃO III,PR00117558,421M2008010495,,4.42,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28477,TROVÃO PESSANHA,RJ00180799,387M2011002529,,4.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28478,TROVÃO VI,CE00268624,162M2013000839,,6.5,Vela,,,,5.0,,Deferida,CE,2.02.002,2.5,2. Rede de Emalhe
28479,TRVÃO AZUL HSJ,RJ00256427,381M2015005372,,4.95,Motor,15.0,,,1.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28480,TSUNAMI I,RJ00135798,386M2011001251,,5.3,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28482,TUAREG,SP00081920,4030155774,8.3,9.4,Motor,33.0,,,5.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
28483,TUAREG II,ES00215791,3420053177,16.2,13.7,Motor,120.0,,,12.0,,Deferida,ES,1.02.001,1.3,1. Linha
28484,TUAREG IV,ES00215779,3420050755,15.2,11.82,Motor,,,,10.0,,Deferida,ES,1.02.001,1.3,1. Linha
28485,TUBARANA I,PR00081906,4211467549,1.6,9.0,Motor,11.0,,,2.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
28486,TUBARAO,SC00167895,442M2007006535,,6.8,Motor,10.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28487,TUBARAO,SC00307979,441M2017005764,1.0,6.11,Motor,11.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28488,TUBARÃO,RJ00126275,387M2007000836,,4.5,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28489,TUBARÃO,RJ00158770,387M2011004157,,5.5,Motor,5.5,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28490,TUBARÃO,ES00181045,341M2012005789,,5.2,Remo,,,,2.0,,Deferida,ES,6.03.001,6.6,6. Diversificada
28491,TUBARÃO,PA00148119,0210999691,3.0,6.6,Motor,13.0,,,2.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
28492,TUBARÃO,MA00220486,1210133946,2.0,9.0,Motor,18.0,,,2.0,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
28493,TUBARÃO,RJ00122437,3870062177,4.8,7.0,Motor,9.0,,,2.0,,Deferida,RJ,2.04.001,2.4,2. Rede de Emalhe
28494,TUBARÃO,SC00269324,441M2015002986,,4.0,Motor,3.3,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28495,TUBARÃO,SC00287930,442M2013001916,,6.8,Motor,11.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28496,TUBARÃO,PR00289380,421M2007003341,,4.8,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28497,TUBARÃO,SC00344787,441M2023005390,1.0,4.1,Motor,8.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28498,TUBARÃO,RN00032111,181M2007003007,0.5,4.45,Vela,,,,3.0,30.0,Deferida,RN,5.01.004,5.3,5. Armadilha
28499,TUBARAO BRANCO,SC00282226,441M2016002374,,7.23,Motor,18.0,,,1.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28500,TUBARÃO BRANCO,SC00206558,441M2009000193,,4.8,Motor,4.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28501,TUBARÃO BRANCO,RN00301667,1818894769,9.0,9.2,Motor,54.0,,,4.0,,Deferida,RN,2.02.002,2.5,2. Rede de Emalhe
28502,TUBARÃO BRANCO,SC00324927,441M2020003338,1.0,4.52,Motor,4.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28503,TUBARAO BRANCO III,SC00060786,4410168096,20.0,14.0,Motor,115.0,4.5,,8.0,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
28504,TUBARÃO BRANCO JUNIOR,SC00226148,441M2014007287,,4.2,Motor,45.0,,,,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
28505,TUBARÃO C,SC00198394,443M2009040516,,3.6,Remo,,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28506,TUBARAO DO MAR,PA00006398,0210296844,43.0,19.1,Motor,180.0,,13000.0,4.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
28507,TUBARÃO DO MAR,RJ00133658,387M2011002847,,5.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28508,TUBARÃO FS,CE00241958,162M2014000383,,7.81,Vela,,,,2.0,,Deferida,CE,2.02.002,2.5,2. Rede de Emalhe
28509,TUBARAO I,SC00288418,4410446096,1.0,6.9,Motor,18.0,1.0,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28511,TUBARÃO I,BA00240744,2930031239,7.9,9.5,Motor,,,,4.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28512,TUBARÃO I,PA00048724,0210281189,43.1,21.0,Motor,220.0,,16000.0,3.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
28513,TUBARAO II,SC00060798,4410124439,3.4,10.0,Motor,24.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28514,TUBARAO II,SP00075549,4010822015,7.8,9.0,Motor,60.0,20.3,,2.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
28515,TUBARÃO III,CE00007380,1810054460,4.0,8.0,Motor,36.0,,1108.0,3.0,,Deferida,CE,1.07.001,1.15,1. Linha
28516,TUBARÃO IV,RJ00138200,386M2014000271,0.3,4.5,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28517,TUBARÃO IV,SC00322367,441M2020002188,1.0,4.2,Motor,5.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28518,TUBARÃO IX,PA00101325,0210301261,42.1,18.6,Motor,360.0,,10000.0,4.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
28519,TUBARÃO V,SC00270507,442M2005005237,,5.8,Remo,,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28521,TUBARAO VII,PA00006356,0210290994,42.0,18.6,Motor,220.0,,16000.0,4.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
28522,TUBARÃO VIII,PA00048448,0210272627,28.8,19.2,Motor,190.0,,10000.0,3.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
28523,TUBARÃO XX,ES00324001,2930060255,10.0,9.5,Motor,40.0,,,4.0,,Deferida,ES,1.06.001,1.14,1. Linha
28524,TUBARAOZINHO,PA00100959,0210282321,6.3,10.06,Motor,69.0,,,3.0,,Deferida,PA,1.03.004,1.5,1. Linha
28525,TUBARI,RS00126509,466M2007000421,,5.8,Motor,25.0,,,1.0,,Deferida,RS,2.04.001,2.4,2. Rede de Emalhe
28526,TUBARONA,PR00197818,421M2008004118,,6.4,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28527,TUCAIA,RJ00044636,3850012395,4.2,11.0,Motor,90.0,,,3.0,,Deferida,RJ,1.06.001,1.14,1. Linha
28528,TUCANO,SC00048668,4430070440,3.1,10.1,Motor,60.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28529,TUCANO,PR00298181,421M2007002026,,4.5,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28530,TUCANO,SC00008888,0210162643,145.62,27.3,Motor,375.0,,30000.0,25.0,,Deferida,SC,1.05.001,1.13,1. Linha
28531,TUCANO,SC00297407,4420115611,1.6,7.0,Remo,,,,1.0,,Deferida,SC,6.08.001,6.8,6. Diversificada
28532,TUCANO V,SC00281610,4450092163,0.7,5.5,Remo,,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28533,TUC TUC,SC00341757,445M2022002697,,5.97,Motor,7.5,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28534,TUCUM,RJ00098511,3870043393,0.41,5.5,Remo,,,,2.0,,Deferida,RJ,2.04.001,2.4,2. Rede de Emalhe
28536,TUCUMAN II,SC00060818,4450081153,3.8,9.04,Motor,60.0,,,6.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28537,Tucunare,MA00128017,1210128586,2.0,7.08,Motor,18.0,,110.0,2.0,,Deferida,MA,2.00.000,null,2. Rede de Emalhe
28538,Tucunare,SP00141675,403M2006003598,,5.6,Motor,15.0,,,5.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
28539,TUCUNARE,CE00025486,1620000334,4.3,8.0,Vela,,,,4.0,110.0,Deferida,CE,5.01.004,5.3,5. Armadilha
28540,TUCUNARE,ES00081780,3420052944,1.1,5.92,Motor,11.0,,100.0,3.0,,Deferida,ES,3.02.002,3.9,3. Rede de Arrasto
28541,TUCUNARÉ,PA00011537,0210272171,21.8,18.7,Motor,180.0,,,3.0,,Deferida,PA,1.04.001,1.8,1. Linha
28542,TUCUNARÉ,RJ00266986,3830093098,,5.0,Motor,3.3,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28543,TUCUNARÉ,RJ00138968,387M2012000534,0.4,6.7,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28544,TUCUNDIUA,MA00198584,1210108551,4.6,8.6,Motor,18.0,,,4.0,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
28545,TUDO,RN00303035,1810048559,3.0,7.53,Motor,50.3,,,3.0,,Deferida,RN,5.01.006,5.9,5. Armadilha
28546,TUDO AZUL,SC00188237,4450095022,,6.2,Motor,,,,,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
28547,TUDO BEM V,SP00081778,4010391430,1.0,5.25,Motor,10.0,,,2.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
28548,TUDO COM DEUS,BA00236189,2810250588,4.0,8.8,Motor,,,,1.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28549,TUDO É DE DEUS,PA00257645,0211013455,7.0,8.0,Motor,14.0,,,2.0,,Deferida,PA,1.03.004,1.5,1. Linha
28550,TUDO É POSSÍVEL,PR00172124,421M2006004827,,7.0,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28551,TU E EU,ES00237607,3420048815,,8.0,Motor,39.0,,,4.0,,Deferida,ES,1.06.001,1.14,1. Linha
28552,TUFÃO,RJ00323435,388M2013000601,,6.0,Motor,6.5,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28553,TUFÃO II,SC00239561,4451115205,0.8,5.86,Motor,7.5,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28554,TUFÃO II,PB00301431,2010218132,6.3,11.0,Motor,81.0,,,6.0,,Deferida,PB,6.03.003,6.5,6. Diversificada
28555,TUI,SC00317698,441M2016005748,1.0,4.5,Motor,5.6,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28556,TUINHA,SC00162237,441M2008001611,1.0,6.0,Motor,6.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28557,TUIU,RJ00201236,387M2010003215,,5.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28559,TUIUIÚ II,SP00070277,4030165893,2.1,7.3,Motor,22.0,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
28560,TUKAMARU 2,AL00218999,2412223424,3.6,9.0,Motor,29.0,,,3.0,,Deferida,AL,3.02.005,3.5,3. Rede de Arrasto
28561,TULIANA,SC00206694,441M2009036457,,4.5,Remo,,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28562,TULIO,CE00277735,161M2007000533,,3.42,Vela,,,,,,Deferida,CE,2.02.002,2.5,2. Rede de Emalhe
28563,TULIO FILHO,CE00019827,1620014424,9.8,10.13,Motor,67.0,,3200.0,6.0,250.0,Deferida,CE,5.01.001,5.1,5. Armadilha
28564,TÚLIO RUAN,RN00264598,1810039347,4.4,9.74,Motor,36.0,,,3.0,,Deferida,RN,6.01.001,6.1,6. Diversificada
28565,TULIPA,SC00345069,441M2023002871,1.0,5.83,Motor,7.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28566,TUNAS,ES00104937,3410385410,23.4,13.95,Motor,120.0,,,9.0,,Deferida,ES,1.02.001,1.3,1. Linha
28567,TUNASA I,RN00006214,0210214996,103.0,22.57,Motor,325.0,,45000.0,6.0,,Deferida,RN,1.01.002,1.1,1. Linha
28568,TUNAS BRAGA,CE00286696,1630046523,49.0,16.48,Motor,177.0,,7000.0,8.0,,Deferida,CE,1.10.001,1.17,1. Linha
28569,TUNAS II,ES00117298,3410238344,26.1,14.4,Motor,200.0,,8000.0,9.0,,Deferida,ES,1.02.001,1.3,1. Linha
28570,TUNAS-V,ES00007548,3410238930,35.3,16.0,Motor,200.0,,5000.0,9.0,,Deferida,ES,1.02.001,1.3,1. Linha
28571,TUNAS VI,ES00123161,3410241116,27.8,14.7,Motor,120.0,,6000.0,7.0,,Deferida,ES,1.02.001,1.3,1. Linha
28572,TUNICO,SC00212939,4450100255,1.0,6.6,Motor,7.5,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28573,TUPÃ,BA00207788,2930004037,3.0,9.1,Motor,18.0,,,2.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28575,TUPAN,CE00032125,1820024211,1.7,6.3,Vela,,,,5.0,80.0,Deferida,CE,5.01.004,5.3,5. Armadilha
28576,TUPÃN,RJ00181391,387M2011000755,0.2,5.6,Remo,,0.15,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28577,TUPI,CE00032137,1620014262,1.3,6.0,Vela,,,,5.0,60.0,Deferida,CE,5.01.004,5.3,5. Armadilha
28578,TUPIAGRA,CE00032149,161M2007004245,0.6,4.4,Vela,,,,3.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
28579,TUPIARA,RN00032157,1820024407,2.3,7.25,Vela,,,,3.0,110.0,Deferida,RN,5.01.004,5.3,5. Armadilha
28580,TUPI DO MAR,ES00142779,3420040865,1.1,5.0,Motor,9.0,,5.0,3.0,,Deferida,ES,6.03.001,6.6,6. Diversificada
28581,TUPINAMBA,RJ00183287,3860003054,0.6,5.8,Remo,,,,1.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28582,TUPY I,CE00025498,1610061039,1.0,6.65,"Motor, Vela",,,,5.0,80.0,Deferida,CE,5.01.005,5.4,5. Armadilha
28583,TUPY II,SC00081758,4420201193,1.1,6.8,Motor,15.0,,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28584,TU QUERES,BA00240216,2930013036,13.8,12.58,Motor,,,,6.0,,Deferida,BA,1.06.003,1.12,1. Linha
28585,TURCHATTO III,SC00339118,442M2021000251,1.99,6.45,Motor,18.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28587,TURINI,RJ00322217,386M2019000794,,4.3,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28588,TURIPESCA,BA00262206,2930056045,4.0,9.1,Motor,26.0,,,3.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28589,TURISMAR,SC00056617,4420209381,0.8,8.3,Motor,40.0,,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28590,TURISMAR I,SC00216765,4430478911,15.0,10.6,Motor,115.0,,,4.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28591,TURISMAR V,SC00081744,4420187808,2.8,8.5,Motor,24.0,,,1.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28592,TURISMO II,CE00255675,1610063902,4.6,8.8,Motor,51.0,,2500.0,,,Deferida,CE,6.01.001,6.1,6. Diversificada
28593,TURISTINHA,MA00271021,1210119145,,8.55,Motor,,,,,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
28594,TURKA,SC00212191,4440035752,0.1,4.9,Remo,,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28595,TURMALINA,RN00212071,2010076583,4.7,9.0,Motor,75.0,,,3.0,,Deferida,RN,2.02.002,2.5,2. Rede de Emalhe
28596,TURUNA,RJ00210609,387M2010003878,0.3,5.5,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28597,TUTA,SC00215121,4451114373,0.5,5.4,Motor,7.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28598,TUTA IV,SC00345247,445M2023001437,1.0,5.8,Motor,15.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28599,TUTA L,SC00250315,443M2013002959,,4.3,Motor,2.6,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28600,TUTI,SC00205184,4410168231,1.0,7.95,Motor,11.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28601,TUTO,SC00090867,4410174142,3.3,8.8,Motor,22.0,2.6,30.0,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28602,TUTTI I,RJ00066176,3870061111,7.0,11.0,Motor,95.0,,1000.0,,,Deferida,RJ,1.02.001,1.3,1. Linha
28603,TUTUCA,SP00141579,401M2005009190,,5.0,Motor,6.0,,,2.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
28604,TUTUGI,ES00123421,3410125086,2.8,7.4,Motor,18.0,,,4.0,,Deferida,ES,1.06.001,1.14,1. Linha
28605,TUTU I,SC00335458,4430484287,2.0,7.0,Motor,18.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28606,TUTUQUINHA,SP00143885,401M2011019926,,5.95,Motor,15.0,,,2.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
28607,TUYRA,CE00026698,2010071557,4.0,7.68,Motor,68.0,,,5.0,160.0,Deferida,CE,5.01.001,5.1,5. Armadilha
28608,TWIST,SC00227160,4420210711,1.4,6.3,Motor,,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28609,TWISTER,ES00209378,3410239405,29.6,14.82,,140.0,,,,,Deferida,ES,1.02.001,1.3,1. Linha
28610,TWISTER,PR00113538,421M2010003618,,5.78,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28611,TWISTER,RJ00044028,3877042091,5.0,9.5,Motor,30.0,,,2.0,,Deferida,RJ,1.06.001,1.14,1. Linha
28613,U-AMARO,PB00025506,2010049705,13.2,12.2,Motor,136.0,,,7.0,400.0,Deferida,PB,5.01.001,5.1,5. Armadilha
28615,UANDERSON,RJ00061986,3860001108,5.42,9.0,Motor,13.0,,,2.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
28616,UANE,BA00235439,3430037883,,7.5,Motor,,,,3.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28617,UBA SARRAF,AP00291967,0220105642,2.0,10.4,Motor,18.0,,60.0,1.0,,Deferida,AP,2.04.002,2.10,2. Rede de Emalhe
28618,UBATUBA,SC00156666,4430062901,0.7,7.2,Remo,,,,1.0,,Deferida,SC,6.08.001,6.8,6. Diversificada
28619,UBER BOAT,SP00335488,4039155092,1.68,6.95,Motor,50.0,,,2.0,,Deferida,SP,1.06.001,1.14,1. Linha
28620,UBIRAJARA II,AL00223618,2410138993,4.9,9.0,Motor,75.0,,,3.0,,Deferida,AL,3.02.005,3.5,3. Rede de Arrasto
28622,UBIRATAN,AL00037091,2410149979,7.6,9.0,Motor,,,,3.0,200.0,Deferida,AL,5.01.001,5.1,5. Armadilha
28623,UCLA,MA00001806,2820057641,11.2,10.5,Motor,90.0,,4500.0,4.0,,Deferida,MA,3.02.001,3.4,3. Rede de Arrasto
28624,UCLA I,MA00001818,4430073830,18.4,11.5,Motor,90.0,,4500.0,5.0,,Deferida,MA,3.02.001,3.4,3. Rede de Arrasto
28625,UCLA II,MA00001820,4210223808,14.5,11.5,Motor,90.0,,4500.0,3.0,,Deferida,MA,3.02.001,3.4,3. Rede de Arrasto
28626,UEDA MAR IV,MA00001834,1630035033,6.0,9.33,Motor,90.0,,,4.0,,Deferida,MA,3.02.001,3.4,3. Rede de Arrasto
