ssvid,lon,lat,timestamp
123456789,-70.143305,-20.18543,2020-01-01 00:00:24.000000 UTC
123456789,-70.143303333333336,-20.185461666666665,2020-01-01 00:05:11.000000 UTC
123456789,-70.143276666666665,-20.185488333333332,2020-01-01 00:10:54.000000 UTC
123456789,-70.143285,-20.185478333333332,2020-01-01 00:11:01.000000 UTC
123456789,-70.143285,-20.185515000000002,2020-01-01 00:14:12.000000 UTC
123456789,-70.14327333333334,-20.185495,2020-01-01 00:15:22.000000 UTC
123456789,-70.143268333333339,-20.185521666666666,2020-01-01 00:21:04.000000 UTC
123456789,-70.14328,-20.185506666666665,2020-01-01 00:25:31.000000 UTC
123456789,-70.143296666666657,-20.185465,2020-01-01 00:30:30.000000 UTC
123456789,-70.143321666666665,-20.18548,2020-01-01 00:31:43.000000 UTC
123456789,-70.143331666666668,-20.185495,2020-01-01 00:35:00.000000 UTC
123456789,-70.143328333333329,-20.185508333333335,2020-01-01 00:41:47.000000 UTC
123456789,-70.143258333333335,-20.185503333333333,2020-01-01 00:44:24.000000 UTC
123456789,-70.143333333333345,-20.18552833333333,2020-01-01 00:45:34.000000 UTC
123456789,-70.143356666666662,-20.185508333333335,2020-01-01 00:49:33.000000 UTC
123456789,-70.14336,-20.185546666666667,2020-01-01 00:51:52.000000 UTC
123456789,-70.143365,-20.185533333333332,2020-01-01 00:56:54.000000 UTC
123456789,-70.143353333333337,-20.185553333333335,2020-01-01 00:59:43.000000 UTC
123456789,-70.143356666666662,-20.185566666666666,2020-01-01 01:00:23.000000 UTC
123456789,-70.143368333333328,-20.185565,2020-01-01 01:01:42.000000 UTC
123456789,-70.143328333333329,-20.185576666666666,2020-01-01 01:07:12.000000 UTC
123456789,-70.143355,-20.185585,2020-01-01 01:08:29.000000 UTC
123456789,-70.14336333333334,-20.185591666666667,2020-01-01 01:10:10.000000 UTC
123456789,-70.143325,-20.185591666666667,2020-01-01 01:16:45.000000 UTC
123456789,-70.143326666666667,-20.185595,2020-01-01 01:17:13.000000 UTC
123456789,-70.14336,-20.185626666666668,2020-01-01 01:18:13.000000 UTC
123456789,-70.14336,-20.1856,2020-01-01 01:19:14.000000 UTC
123456789,-70.14336,-20.1856,2020-01-01 01:20:14.000000 UTC
123456789,-70.14336,-20.1856,2020-01-01 01:21:14.000000 UTC
123456789,-70.143333333333345,-20.1856,2020-01-01 01:23:04.000000 UTC
123456789,-70.14334,-20.185583333333334,2020-01-01 01:27:34.000000 UTC
123456789,-70.143395,-20.185596666666665,2020-01-01 01:31:54.000000 UTC
123456789,-70.143396666666661,-20.185596666666665,2020-01-01 01:32:43.000000 UTC
123456789,-70.14339,-20.185601666666667,2020-01-01 01:37:46.000000 UTC
123456789,-70.143340000000009,-20.185605,2020-01-01 01:41:03.000000 UTC
123456789,-70.143364999999989,-20.18557333333333,2020-01-01 01:44:53.000000 UTC
123456789,-70.14338,-20.185591666666667,2020-01-01 01:46:53.000000 UTC
123456789,-70.143395,-20.185583333333334,2020-01-01 01:47:04.000000 UTC
123456789,-70.143430000000009,-20.185589999999998,2020-01-01 01:48:04.000000 UTC
123456789,-70.143398333333337,-20.185586666666666,2020-01-01 01:49:04.000000 UTC
123456789,-70.14339,-20.185648333333333,2020-01-01 01:52:45.000000 UTC
123456789,-70.143378333333345,-20.185638333333333,2020-01-01 02:02:04.000000 UTC
123456789,-70.1434,-20.185631666666666,2020-01-01 02:03:07.000000 UTC
123456789,-70.143398333333337,-20.18561,2020-01-01 02:06:34.000000 UTC
123456789,-70.14334,-20.185596666666665,2020-01-01 02:13:36.000000 UTC
123456789,-70.143338333333332,-20.185603333333333,2020-01-01 02:14:15.000000 UTC
123456789,-70.143343333333334,-20.185561666666668,2020-01-01 02:15:42.000000 UTC
123456789,-70.143356666666662,-20.18557333333333,2020-01-01 02:16:13.000000 UTC
123456789,-70.143348333333336,-20.185563333333334,2020-01-01 02:17:14.000000 UTC
123456789,-70.143356666666662,-20.185561666666668,2020-01-01 02:18:24.000000 UTC
123456789,-70.143326666666653,-20.185598333333335,2020-01-01 02:19:25.000000 UTC
123456789,-70.143321666666665,-20.185588333333332,2020-01-01 02:20:14.000000 UTC
123456789,-70.143316666666664,-20.185593333333333,2020-01-01 02:21:24.833000 UTC
123456789,-70.143343333333334,-20.185556666666667,2020-01-01 02:22:25.000000 UTC
123456789,-70.14338166666667,-20.185566666666666,2020-01-01 02:23:54.000000 UTC
123456789,-70.143398333333337,-20.185543333333332,2020-01-01 02:24:21.000000 UTC
123456789,-70.14339,-20.185581666666668,2020-01-01 02:25:15.000000 UTC
123456789,-70.143415,-20.185591666666667,2020-01-01 02:26:03.000000 UTC
123456789,-70.14338,-20.185611666666667,2020-01-01 02:27:32.000000 UTC
123456789,-70.143351666666661,-20.185631666666666,2020-01-01 02:28:11.000000 UTC
123456789,-70.14333666666667,-20.185636666666667,2020-01-01 02:29:53.000000 UTC
123456789,-70.143333333333345,-20.1856,2020-01-01 02:32:23.000000 UTC
